,input,output,gold,prefix
208,"However, without clofibrate data, fibrates remained effective in preventing MI (RR 0.85, 95% CI 0.76 to 0.94; participants = 8304; studies = 6; I2 = 47%, fixed effect).","However, fibrates remained effective in preventing MI, with an average rate of 47%.","However, this beneficial effect relies on the inclusion on data from clofibrates, a drug that was discontinued in 2002 because of safety concerns.",Simplify sentence: 
209,The results of this review are threatened by both risks of systematic errors (bias) and risks of random errors (play of chance).,The results of this review are threatened by risks of systematic errors (bias) and random errors (play of chance).,"Furthermore, our results are prone to risks of random errors.",Simplify sentence: 
210,Dietary advice as a control arm had a 100% non-completion rate in one trial (35 participants).,Dietary advice as a control arm had a 100% non-completion rate in one trial (35 participants).,"Most therapies appeared as acceptable as any other approach, except for dietary advice which had a 100% non-completion rate in one small trial.",Simplify sentence: 
211,"The improved success rate at the first attempt may be more pronounced in infants and small children, in whom arterial line cannulation is more challenging than in older children.","This improved success rate at the first attempt may be more pronounced in infants and small children, in whom arterial line cannulation is more challenging than in older children.",We found that ultrasound increased the rate of successful cannulation at the first attempt and reduced the formation of haematomas.,Simplify sentence: 
212,We found no clinically meaningful blood pressure-lowering differences between different drugs within the loop diuretic class.,We found no clinically meaningful blood pressure-lowering differences between different drugs within the loop diuretic class.,No loop diuretic drug appears to be any better or worse than others in terms of blood pressure-lowering ability.,Simplify sentence: 
213,"Whilst such surgery is classed as ""clean-contaminated"", the usefulness of and the most appropriate regimen for antibiotic prophylaxis in these patients are still debated.","Thus, the usefulness of and the most appropriate regimen for antibiotic prophylaxis in these patients are still debated.","Whilst a risk of infection following surgery has been noted, no agreement has been reached regarding how useful antibiotics are for infection prevention and what type and dose of antibiotic should be used.",Simplify sentence: 
214,"Nine trials evaluated the dose-related blood pressure-lowering efficacy of five drugs within the loop diuretics class (furosemide 40 mg to 60 mg, cicletanine 100 mg to 150 mg, piretanide 3 mg to 6 mg, indacrinone enantiomer -2.5 mg to -10.0/+80 mg, and etozolin 200 mg) in 460 people with baseline blood pressure of 162/103 mmHg for a mean duration of 8.8 weeks.","Three trials evaluated the efficacy of five drugs within the loop diuretics class (furosemide, cicletanine 100 mg to 150 mg, piretanide 3 mg to 6 mg, indacrinone enantiomer -2.5 mg to -10.0/+80 mg, and etozolin 200 mg).","We found 9 trials studying the blood pressure-lowering ability of 5 different loop diuretics (furosemide, cicletanine, piretanide, indacrinone and etozolin) in 460 participants.",Simplify sentence: 
215,"The focus of treatment has moved to an outpatient setting, and a number of differing psychological therapies are presently used in treatment.",The focus of treatment has moved to an outpatient setting.,Psychological therapies are the main treatment and most people are treated as outpatients.,Simplify sentence: 
216,"To assess interventions used in the management of all types of melasma: epidermal, dermal, and mixed.","To assess strategies used in the management of melasm, including epidermal, dermal, and mixed.","Melasma is divided into three types: epidermal, dermal, and mixed melasma.",Simplify sentence: 
217,The current review is limited by the small number of available studies with limited numbers of patients enrolled.,The current review is limited by the small number of available studies with limited numbers of patients enrolled.,The quality of evidence is limited by small study size and high risk of bias.,Simplify sentence: 
218,"We did not restrict the search and study selection with respect to language, date of publication or study setting.","We did not restrict the search and study selection with respect to language, date of publication or study setting.","We collected data from all studies addressing this question and summarised them to determine whether antibiotics could prevent infection after surgery, whether this treatment has any adverse effects, whether it reduces the number of days that patients need to be in the hospital and whether it improves overall health status.",Simplify sentence: 
219,"All studies were assessed as having low or unclear risk of bias for selection bias, detection bias, attrition bias and selective reporting bias.","All studies were assessed as being of low or unclear risk of bias for treatment bias, or selective reporting bias.","Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.",Simplify sentence: 
220,The best estimate of systolic/diastolic blood pressure-lowering efficacy of loop diuretics was -7.9 (-10.4 to -5.4) mmHg/ -4.4 (-5.9 to -2.8) mmHg.,"This trial found that -7,9 (-10.4 to -5.4) mmHg was more effective for lowering blood pressure (blood pressure) than -4.4 (-5,9 to -2.8) mmHg.","The blood pressure-lowering effect was modest, with systolic pressure lowered by 8 mmHg and diastolic pressure by 4 mmHg.",Simplify sentence: 
221,The contraceptive vaginal sponge was developed as an alternative to the contraceptive diaphragm.,The baby's bladder was developed as an alternative to the diaphragmatic diaphragm.,The diaphragm also holds a chemical to kill sperm.,Simplify sentence: 
222,"Although discouraged due to high rates of infectious and thrombotic complications as well as technical issues that limit their life span, CVC have the significant advantage of being immediately usable and are the only means of vascular access in a significant number of patients.",It may be desirable to avoid it due to high rates of infectious and thrombotic complications as well as technical issues that limit their life span.,"Unfortunately, along with infection issues these lines are prone to dysfunction due to clotting and fibrin sheath formation.",Simplify sentence: 
223,"We included all studies conducted in people with ESKD who rely on tunnelled CVC for either initiation or maintenance of HD access and who require restoration of catheter patency following late-onset catheter malfunction and evaluated the role of TLA, fibrin sheath stripping or over-the-wire catheter exchange to restore catheter function.","The review included all studies conducted in people with ESKD who rely on tunnelled CVC for either initiation or maintenance of HD access and who require restoration of catheter patency following late-onset catheter malfunction and assessed the role of the insertion catheter, fibrin sheath stripping or over-the-wire catheter exchange.","We searched Cochrane Kidney and Transplant's Specialised Register up to 17 August 2017 and performed a systematic review of studies performed in patients with dysfunctional haemodialysis catheters and compared the success of thrombolytic agents, fibrin sheath stripping and line replacement.",Simplify sentence: 
224,"The ulcers usually arise over a bony prominence, and are recognised as a common medical problem affecting people confined to a bed or wheelchair for long periods of time.",This ulcer is an important medical problem which can cause problems and damage.,"Lack of movement and sustained pressure on the skin over bony parts of the body such as the hips, heels, lower back and elbows can cause the skin to break down and an ulcer to form.",Simplify sentence: 
225,"Cardiovascular disease (CVD) is the most frequent cause of death in people with early stages of chronic kidney disease (CKD), for whom the absolute risk of cardiovascular events is similar to people who have existing coronary artery disease.",Cardiovascular disease (CVD) is the most frequent cause of death in people in the early stages of kidney disease (CKD).,We found that statins reduced the risk of death and major heart-related events by 20%.,Simplify sentence: 
226,"When comparing individual psychological therapies with each other, no specific treatment was consistently superior to any other specific approach.","In summary, compared individual psychological therapies with each other, no specific treatment was consistently superior to any other specific approach.","Because of the risk of bias and limitations of studies, notably small sample sizes, we can draw no specific conclusions about the effects of specific individual psychological therapies for anorexia nervosa in adults or older adolescents.",Simplify sentence: 
227,Extracranial internal carotid artery dissection (eICAD) is a leading cause of stroke in younger patients.,This can result in the eICAD artery becoming shorter and less complicated as it is the main cause of stroke in younger patients.,These blood clots can then block the artery and cause a stroke.,Simplify sentence: 
228,"Pooled analyses for adverse events suggest lower risk of nausea and vomiting with propofol than with sevoflurane (risk ratio (RR) 0.68, 95% CI 0.51 to 0.91, low-quality evidence) or isoflurane (RR 0.45, 95% CI 0.26 to 0.78) and greater risk of haemodynamic changes with propofol than with sevoflurane (RR 1.85, 95% CI 1.07 to 3.17), but no differences in the risk of shivering or pain.",Pooled analyses for adverse events suggested greater risk of nausea and vomiting with propofol than with sevoflurane.,"In terms of adverse effects, propofol was less likely to cause nausea and vomiting than either gas anaesthetic (about half as likely) but was more likely to be associated with changes in blood pressure.",Simplify sentence: 
229,The quality of the evidence was rated as high.,Quality of the evidence,We concluded that there is high quality evidence that the use of blunt needles appreciably reduces the risk of contracting infectious diseases for surgeons and their assistants over a range of operations by reducing the number of needle stick injuries.,Simplify sentence: 
230,"Cardiovascular disease (CVD) is the most frequent cause of death in people with early stages of chronic kidney disease (CKD), for whom the absolute risk of cardiovascular events is similar to people who have existing coronary artery disease.",Cardiovascular disease (CVD) is the most frequent cause of death in people with early stages of chronic kidney disease (CKD).,Adults with chronic kidney disease (CKD) have high risks of developing complications from heart disease.,Simplify sentence: 
231,To evaluate the efficacy of medical and surgical therapies for children with intrinsic (primary) tracheomalacia.,This systematic review identified three randomised controlled trials investigating the effectiveness of surgical treatments for children with primary tracheomalacia.,"The word 'primary' refers to tracheomalacia in which the windpipe itself is the cause of the disease, where as secondary tracheomalacia is compressed due to some other abnormality near to the windpipe.",Simplify sentence: 
232,Randomised controlled trials (RCTs) of blunt versus sharp suture needles for preventing needle stick injuries among surgical staff measured as glove perforations or self-reported needle stick injuries.,Randomised controlled trials are needed to investigate the effect of blunt versus sharp suture needles in preventing needlestick injuries among surgical staff measured as glove perforations or self-reported needlestick injuries.,We included studies if they were randomised controlled trials (RCTs) of blunt versus sharp suture needles for preventing needle stick injuries among surgical staff.,Simplify sentence: 
233,The contraceptive vaginal sponge was developed as an alternative to the contraceptive diaphragm.,The contraceptive vaginal sponge was developed as an alternative to the birth control diaphragm.,The vaginal sponge is a birth control method used in the birth canal.,Simplify sentence: 
234,We included all randomised clinical trials comparing box model trainers versus no training in surgical trainees with no prior laparoscopic experience.,We included all trials comparing box model training versus no training in surgical trainees with no prior laparoscopic experience.,The trials compared box model training versus no training (16 trials; 464 participants) or versus different types of box model training (14 trials; 382 participants) (some trials and participants were included in both comparisons as the trials compared different methods of box training versus no training).,Simplify sentence: 
235,"Similarly, discontinuation rates at 12 months were higher with the sponge than with the diaphragm (Odds ratio 1.31; 95% CI 1.07 to 1.59).","Similarly, discontinuation rates at 12 months were higher with the sponge than with the diaphragm.",About 30% more women stopped using the sponge than the diaphragm.,Simplify sentence: 
236,"Meta-analysis showed that ultrasound guidance produces superior success rates at first attempt (risk ratio (RR) 1.96, 95% confidence interval (CI) 1.34 to 2.85, 404 catheters, four RCTs, moderate-quality evidence) and fewer complications, such as haematoma formation (RR 0.20, 95% CI 0.07 to 0.60, 222 catheters, two RCTs, moderate-quality evidence).",The data from two included studies suggest that ultrasound guidance is helpful for some outcomes for people and reducing complications such as hemoprophylaxis.,We found that ultrasound increased the rate of successful cannulation at the first attempt and reduced the formation of haematomas.,Simplify sentence: 
237,We identified 13 small trials (1520 participants randomised) and three ongoing trials.,We identified 13 studies with a total of 1520 participants randomised.,"We found 13 trials, none of them were large enough or of long enough duration to examine the effects of tai chi on reducing cardiovascular deaths or non-fatal endpoints.",Simplify sentence: 
238,"Anabolic steroids are used as off-label drugs (drugs which are used without regulatory approval) and have been used as adjuvants to usual treatment with dressings, debridement, nutritional supplements, systemic antibiotics and antiseptics, which are considered to be supportive in healing of pressure ulcers.",Anabolic steroids have been used as treatment for pressure ulcers.,There are a variety of treatments that are usually used for pressure ulcers including wound dressings and specially-designed beds and cushions to reduce pressure on certain areas of the body.,Simplify sentence: 
239,In March 2017 we searched the Cochrane Wounds Specialised Register; the Cochrane Central Register of Controlled Trials (CENTRAL); Ovid MEDLINE (including In-Process & Other Non-Indexed Citations); Ovid Embase and EBSCO CINAHL Plus.,In March 2017 we searched for evidence and published up to March 2017.,This plain language summary is up to date as of March 2017.,Simplify sentence: 
240,We included three trials (involving 371 participants) in the analysis of the effects of RIC on ischaemic stroke prevention.,We found three randomised controlled trials (involving 371 participants) in which we analysed randomized controlled trials (RCTs).,"Three trials (involving 371 people) were eligible for our analysis of RIC for preventing ischaemic stroke, and another four trials (involving 364 people) were eligible for our analysis of RIC for treating ischaemic stroke.",Simplify sentence: 
241,Oral morphine in either immediate release or modified release form remains the analgesic of choice for moderate or severe cancer pain.,Oral morphine is the preferred treatment for CM pain.,Morphine taken by mouth produced good pain relief for most people with moderate or severe cancer pain.,Simplify sentence: 
242,"The focus of treatment has moved to an outpatient setting, and a number of differing psychological therapies are presently used in treatment.","The focus of treatment has moved to an outpatient setting, and a number of different psychological treatments are presently used in treatment.","A number of different types of therapy are used, from dynamic (where past issues are explored) to very directive cognitive-behavioural therapies (where specific advice is given and people are required to keep records of their eating behaviour).",Simplify sentence: 
243,Insufficient power was problematic for the majority of trials.,Insufficient power was problematic for the majority of trials.,"Because of the risk of bias and limitations of studies, notably small sample sizes, we can draw no specific conclusions about the effects of specific individual psychological therapies for anorexia nervosa in adults or older adolescents.",Simplify sentence: 
244,"In people with carotid stenosis undergoing carotid stenting, there was no significant difference in the incidence of ischaemic stroke between participants treated with RIC and non-RIC (RR 0.22, 95% CI 0.01 to 4.03; 1 trial, 189 participants, low-quality evidence); however the stroke severity (assessed by infarct volume) was significantly lower in participants treated with RIC (mean difference (MD) -0.17 mL, 95% CI -0.23 to -0.11; 1 trial, 189 participants, low-quality evidence).","A group of people with a carotid stenosis undergoing carotid stenting, there was no significant difference in the incidence of ischaemic stroke between people treated with grafts and non-grafts (low-quality evidence).","In people being treated with stenting (the insertion of a metal or plastic tube) for narrowed arteries in the neck, RIC may reduce the size of new brain injuries caused by reduced blood flow.",Simplify sentence: 
245,We searched the Cochrane Kidney and Transplant Specialised Register up to 17 August 2017 through contact with the Information Specialist using search terms relevant to this review.,We searched the Cochrane Kidney and Transplant Specialised Register up to 17 August 2017.,"We searched Cochrane Kidney and Transplant's Specialised Register up to 17 August 2017 and performed a systematic review of studies performed in patients with dysfunctional haemodialysis catheters and compared the success of thrombolytic agents, fibrin sheath stripping and line replacement.",Simplify sentence: 
246,"We rated the quality of evidence for all outcomes as moderate owing to imprecision due to wide confidence intervals, modest sample sizes and limited numbers of events.","We judged the quality of evidence for this comparison mainly to be moderate, due to limitations in the number of participants who had their sample size and limitations in the number of events used.",We rated the quality of evidence as moderate mainly because the number of studies was limited.,Simplify sentence: 
247,"There was also considerable heterogeneity between studies, which meant that it was not possible to combine studies statistically for cardiovascular risk (I2 statistic for systolic blood pressure (SBP) was 96%, for diastolic blood pressure (DBP) 96%, for total cholesterol 96%, low-density lipoprotein-cholesterol (LDL-C) 95%, high-density lipoprotein-cholesterol (HDL-C) 98%, triglycerides 75%).","The combination studies were relatively small, so it was not possible to combine the results of these studies.","Due to the small number of short-term studies and the variability between them, we were unable to determine conclusively whether or not tai chi was beneficial at reducing cardiovascular risk in healthy adults and adults at increased risk of CVD, although beneficial effects for CVD risk factors were seen in some studies.",Simplify sentence: 
248,Extracranial internal carotid artery dissection (eICAD) is a leading cause of stroke in younger patients.,Extracranial internal carotid artery dissection (eICAD) is one of the main causes of stroke in younger patients.,"Dissection can be caused by injury to the neck, but can sometimes develop for no obvious reason.",Simplify sentence: 
249,"However there were no differences between cognitive analytic therapy and TAU for this outcome (RR 0.78, 95% CI 0.61 to 1.00; 2 RCTs, 71 participants; very low-quality evidence), nor for body mass index (BMI).",However there was no difference between cognitive analytic therapy and TAU for this outcome.,"Most therapies appeared as acceptable as any other approach, except for dietary advice which had a 100% non-completion rate in one small trial.",Simplify sentence: 
250,Early and rapid emergence from anaesthesia is desirable for most neurosurgical patients.,Early and rapid emergence from anaesthesia is desirable for most neurosurgical patients.,Smooth and quick awakening after surgery is important for these patients so that their mental status may be assessed easily.,Simplify sentence: 
251,We compared the benefits and harms of aspiration and sclerotherapy versus hydrocoelectomy for the management of hydrocoeles.,We compared sclerotherapy and hydrocoelectomy for the management of hydrocoeles.,The aim of this review is to compare these two types of treatment.,Simplify sentence: 
252,"There was insufficient evidence to determine the effects of helium or carbon dioxide on cardiopulmonary complications (RR 1.46, 95% CI 0.35 to 6.12; three studies; 128 participants; very low quality of evidence) or pain scores (visual analogue score on a scale of 1 to 10 with lower numbers indicating less pain; MD 0.49 cm, 95% CI -0.28 to 1.26; two studies; 108 participants; very low quality of evidence).",There was insufficient evidence for the use of helium or carbon dioxide for reducing the risk of cardiac disease or diarrhoea.,"We are uncertain as to whether there are any differences in heart or lung complications, surgical complications, or pain scores between helium and carbon dioxide.",Simplify sentence: 
253,"Because the force needed for the blunt needles is higher, their use was rated as more difficult but still acceptable in five out of six studies.","Since the force needed for the blunt needles is higher, their use was rated as more difficult but still acceptable in five out of six studies.","Even though surgeons reported that the force needed for the blunt needles was higher, their use of the needles was still rated as acceptable in five out of six studies.",Simplify sentence: 
254,Box model training versus no training: The meta-analysis showed that the time taken for task completion was significantly shorter in the box trainer group than the control group (8 trials; 249 participants; SMD -0.48 seconds; 95% CI -0.74 to -0.22).,Box model training versus no training,"Box model training appears to decrease the time required to perform a laparoscopic task, improve the accuracy, decrease the errors, and improves the overall performance.",Simplify sentence: 
255,The contraceptive vaginal sponge was developed as an alternative to the contraceptive diaphragm.,The vaginal sponge was developed as an alternative to the diaphragm (a liquid substance that is used to seal the vagina).,"The sponge is soft and round, and has a loop on it for removal.",Simplify sentence: 
256,It usually involves restricting blood flow to limbs and then releasing the ischaemic blood to promote a neuroprotective effect.,It usually involves restricting blood flow to limbs and then releasing the ischaemic blood.,Remote ischaemic conditioning (RIC) is a strategy to protect and prevent damage to brain tissue by improving its ability to tolerate reduced blood flow.,Simplify sentence: 
257,"The low quality evidence showed that brief co-incubation was associated with an increased ongoing pregnancy rate compared to the standard insemination protocol (pooled odds ratio (OR) 2.42, 95% confidence interval (CI) 1.55 to 3.77; P < 0.0001, I2 = 0%).",Neither the trial found any differences between brief co-incubation versus standard insemination protocol.,Low quality evidence showed increases in ongoing pregnancy and clinical pregnancy rates with the use of the brief co-incubation protocol.,Simplify sentence: 
258,Randomised controlled trials (RCTs) of blunt versus sharp suture needles for preventing needle stick injuries among surgical staff measured as glove perforations or self-reported needle stick injuries.,Randomised controlled trials (RCTs) of blunt versus sharp suture needles for preventing needlestick injuries among surgical staff measured as glove perforations or self-reported needlestick injuries are required to find out whether blunt versus sharp suture needles are best for preventing needlestick injuries in a wide variety of different types of stitch-evidence.,We reviewed the literature to evaluate the preventive effect of blunt needles compared to sharp needles on needle stick injuries among surgical staff.,Simplify sentence: 
259,This review highlights the paucity of data and the need for more research in this area.,"This review highlights the lack of data, and the need for more research in this area.",The review highlights the absence of data and need for more research.,Simplify sentence: 
260,"In acute ischaemic stroke, for people receiving intravenous thrombolysis, the rate of death or dependency was significantly increased by RIC treatment compared with non-RIC treatment (RR 2.34; 95% 1.19 to 4.61; 1 trial, 285 participants, low-quality evidence).","For acute ischaemic stroke, for people receiving intravenous thrombolysis, the rate of death or dependency was significant increased by RAC treatment compared with non-RAC treatment (low-quality evidence).","Among people with acute ischaemic stroke (where it had only been several hours from symptom onset) who received clot-dissolving medicines, we found that RIC may increase the risk of death or dependency (needing help from others).",Simplify sentence: 
261,"No studies reported on cardiovascular mortality, all-cause mortality or non-fatal events as most studies were short term (all studies had follow-up of one year or less).",No studies reported on any other important outcomes; most studies were short term (all studies had follow-up of one year or less).,None of the included studies reported on adverse events.,Simplify sentence: 
262,Randomized controlled trials based on uniform and standard methods are needed.,Randomized controlled trials based on uniform methods are needed.,Further research and well-designed studies are needed.,Simplify sentence: 
263,Surgeons and their assistants are especially at risk of exposure to blood due to glove perforations and needle stick injuries during operations.,They are especially at risk of exposure to blood due to gloves (screckements in the creases) and needlestick injuries (brace) during operations.,Surgeons and their assistants are especially at risk of needle stick injuries during operations.,Simplify sentence: 
264,The two included studies employed multi-component community-based interventions tailored to the specific cultural aspects of the population and were based in Native American populations (1505 subjects in total).,"The two included studies provided community-based interventions tailored to the specific cultural aspects of the population, and were based in native American populations (1505 subjects in total).","Information from the two included studies in this review (1505 participants in total, in Native American communities) does not allow a conclusion to be drawn as to whether tobacco prevention programmes in Indigenous populations prevent Indigenous youth from smoking or using smokeless tobacco.",Simplify sentence: 
265,There were also no randomised trials that directly compared anticoagulants with antiplatelet drugs and the reported non-randomised studies did not show any evidence of a significant difference between the two.,There was also no randomised trials that directly compared anticoagulants with antiplatelet drugs and the reported non-randomised studies did not show any evidence of a significant difference between the two.,There was no evidence that anticoagulants were better than aspirin.,Simplify sentence: 
266,"However, the impact of this modality on trainees with no prior laparoscopic experience is unknown.","However, the impact of this modality on trainees with no prior laparoscopic experience is unknown.",The impact of box model training in surgical trainees with no prior laparoscopic experience is unknown.,Simplify sentence: 
267,"The adverse events most commonly reported were mild and transient such as skin irritation, itching, burning, and stinging.","Side effects most commonly reported were mild and transient, such as skin irritation, itching, burning, and stinging.","Triple-combination cream was significantly more effective at lightening melasma when compared to hydroquinone alone or to dual combinations such as tretinoin and hydroquinone, tretinoin and fluocinolone acetonide, or hydroquinone and fluocinolone acetonide.",Simplify sentence: 
268,"Adequate haemodialysis (HD) in people with end-stage kidney disease (ESKD) is reliant upon establishment of vascular access, which may consist of arteriovenous fistula, arteriovenous graft, or central venous catheters (CVC).",This reliant is called central venous catheter (CVC).,"Patients who rely on haemodialysis due to kidney failure require vascular access and although not optimal, a tunnelled haemodialysis catheter is frequently used.",Simplify sentence: 
269,"In people with carotid stenosis undergoing carotid stenting, there was no significant difference in the incidence of ischaemic stroke between participants treated with RIC and non-RIC (RR 0.22, 95% CI 0.01 to 4.03; 1 trial, 189 participants, low-quality evidence); however the stroke severity (assessed by infarct volume) was significantly lower in participants treated with RIC (mean difference (MD) -0.17 mL, 95% CI -0.23 to -0.11; 1 trial, 189 participants, low-quality evidence).",This review found that not all patients with carotid stenosis undergoing carotid stenting had significant adverse events; however the stroke severity was significantly lower in those treated with CI.,"However, its effect on clinical outcomes (stroke and death) was unclear.",Simplify sentence: 
270,"The participants were mainly male (98.2%, 106/108) with a mean age of 58.4 (standard deviation 10.4) years in the oxandrolone group and were all male (100%, 104/104) with a mean age of 57.3 (standard deviation 11.6) years in the placebo group.",All the participants were male and all had a mean age of 57.3 (standard deviation 11.6) years in the placebo group.,"The participants were mostly male (98.2%) with a mean age of 58.4 years in the oxandrolone group, which was comparable with the participants in the placebo group (male: 100%; mean age: 57.3 years).",Simplify sentence: 
271,Anorexia nervosa is a disorder with high morbidity and significant mortality.,Anorexia nervosa is a disorder with a high morbidity and significant mortality.,Anorexia nervosa is a severe and disabling mental health disorder of self starvation.,Simplify sentence: 
272,"Moderate evidence showed that the fibrate class can be effective in the secondary prevention of composite outcome of non-fatal stroke, non-fatal MI, and vascular death.","These results showed that fibrate classes can be effective in the secondary prevention of composite outcome of non-fatal stroke, non-fatal MI, and vascular death.","Our analysis showed that when compared primarily to placebo, fibrates can be effective for prevention of composite outcome of non-fatal stroke, non-fatal heart attack (myocardial infarction), and death due to circulatory disease.",Simplify sentence: 
273,"Fibrates were moderately effective for preventing MI occurrence (RR 0.86, 95% CI 0.80 to 0.93; participants = 13,942; studies = 10; I2 = 24%, fixed effect).",Fibrates were moderately effective for preventing MI (moderate risk for infection).,"Our analysis showed that when compared primarily to placebo, fibrates can be effective for prevention of composite outcome of non-fatal stroke, non-fatal heart attack (myocardial infarction), and death due to circulatory disease.",Simplify sentence: 
274,There were no significant differences in the composite score between the intervention and control groups in any of the remaining comparisons.,There was no significant difference in the composite score between the intervention and control groups in any of the remaining comparisons.,There does not appear to be any significant differences in different methods of box model training.,Simplify sentence: 
275,We included four trials (involving 364 participants) in the analysis of the effects of RIC on ischaemic stroke treatment.,"We found four relevant studies, which involved 364 people in this review.","Three trials (involving 371 people) were eligible for our analysis of RIC for preventing ischaemic stroke, and another four trials (involving 364 people) were eligible for our analysis of RIC for treating ischaemic stroke.",Simplify sentence: 
276,"There was very low-certainty evidence on the relative effect of oxandrolone on complete ulcer healing at the end of a 24-week treatment period (risk ratio RR) 0.81, 95% confidence interval (CI) 0.52 to 1.26) (downgraded twice for imprecision due to an extremely wide 95% CI, which spanned both benefit and harm, and once for indirectness, as the participants were mostly male spinal cord injury patients).",Very low-certainty evidence shows that oxandrolone was effective in treating a partial ulcer (drugs called  (serious ulcer)).,The trial was conducted over 24 weeks with a further follow-up for eight weeks.,Simplify sentence: 
277,"Such trials should assess the impacts of box model training on surgical skills in both the short and long term, as well as clinical outcomes when the trainee becomes competent to operate on patients.","Such trials should investigate the effects of box model training on surgical skills in both the short and long term, as well as clinical outcomes when the trainee becomes competent to perform on patients.",This suggests that the box model training improves technical skills of surgical trainees with no previous experience in laparoscopic surgery.,Simplify sentence: 
278,This review has provided evidence that brief co-incubation of sperm and oocytes may improve the ongoing pregnancy and clinical pregnancy rates for infertile women undergoing IVF cycles.,This review shows that short co-incubation of sperm and oocytes may improve the ongoing pregnancy and clinical pregnancy rates for infertile women undergoing IVF cycles.,Low quality evidence showed increases in ongoing pregnancy and clinical pregnancy rates with the use of the brief co-incubation protocol.,Simplify sentence: 
279,On current data there is no evidence to support physical intervention over the use of pharmaceutical agents in the acute setting.,Evidence is currently lacking for physical intervention.,There is currently insufficient evidence favouring any technique in terms of either dialysis adequacy or reduced risk of adverse events.,Simplify sentence: 
280,To date the use and efficacy of fibrin sheath stripping and catheter exchange have not been evaluated against thrombolytic agents.,"To date, fibrin sheath stripping, catheter exchange and fibrin sheath stripping have not been evaluated against thrombolytic agents.",Medications such as alteplase have a recognised role in preventing line dysfunction but the best approach to treating established line dysfunction has not been found.,Simplify sentence: 
281,"We also found improved success rates within two attempts (RR 1.78, 95% CI 1.25 to 2.51, 134 catheters, two RCTs, moderate-quality evidence) with ultrasound guidance compared with other types of guidance.",More success rates were found when ultrasound guidance was compared with a different type of guidance.,Ultrasound also increased the success rate within two attempts.,Simplify sentence: 
282,The quality of the evidence is generally poor.,Quality of the evidence,"On another level, the quality of studies is generally poor and we could wish for more consistency in study design, and especially in study reporting, which should include the outcome of pain reduced to tolerable levels – no worse than mild pain – so that people with cancer are not bothered by pain.",Simplify sentence: 
283,To determine the effectiveness of blunt needles compared to sharp needles for preventing percutaneous exposure incidents among surgical staff.,Do blunt needles compared to sharp needles help prevent the inhalation of percutaneous exposure of the skin?,The use of blunt needles is proposed to prevent needle stick injuries.,Simplify sentence: 
284,"We found low-quality evidence that RIC may reduce the risk of recurrent stroke in participants with intracerebral artery stenosis and reduce stroke severity in participants undergoing carotid stenting, but it may increase death or dependence in participants with acute ischaemic stroke who are undergoing intravenous thrombolysis.","We found low-quality evidence that BRA may reduce the risk of recurrent stroke and reduce stroke severity in patients undergoing carotid stenting, but this may increase the deaths or dependence in the patients with acute ischaemic stroke who are undergoing intravenous thrombolysis (dummy vein aortic artery).","There is low-quality evidence which suggests that RIC may help prevent recurrent stroke in people with narrowed arteries in the brain, and may increase death or dependency in people with acute ischaemic stroke who received clot dissolving medication.",Simplify sentence: 
285,Previous studies have established the role of thrombolytic agents (TLA) in the prevention of catheter malfunction.,Previous studies have established the role of intravenous agents (TLA) in the prevention of catheter malfunction.,Medications such as alteplase have a recognised role in preventing line dysfunction but the best approach to treating established line dysfunction has not been found.,Simplify sentence: 
286,"We identified 10 trials from the search, with a total of 599 anorexia nervosa participants, and included them in the review.","We found 10 trials on a total of 599 people for this review, for which the review includes 599 participants.",We included 10 trials that covered 599 people with anorexia nervosa.,Simplify sentence: 
287,"Cardiovascular disease (CVD) is the most frequent cause of death in people with early stages of chronic kidney disease (CKD), for whom the absolute risk of cardiovascular events is similar to people who have existing coronary artery disease.","The highest risk of cardiovascular events is related to people with early stages of chronic kidney disease (CKD), for whom the absolute risk of heart attacks is similar to those that have existing coronary artery disease.","In these people, statin treatment reduced risks of heart attack by half.",Simplify sentence: 
288,"Pressure ulcers, also known as bed sores, pressure sores or decubitus ulcers develop as a result of a localised injury to the skin or underlying tissue, or both.","Pressure ulcers, also known as bed sores, pressure sores and decubitus ulcers, often develop as a result of injury to the skin or underlying tissue, or both.","Pressure ulcers are also known as bed sores, pressure sores or decubitus ulcers.",Simplify sentence: 
289,"None of the included trials reported on adverse events, costs or occurrence of type 2 diabetes.","None of the included trials reported adverse events, costs or occurrence of type 2 diabetes.",None of the included studies reported on adverse events.,Simplify sentence: 
290,"We searched the Cochrane Central Register of Controlled Trials (CENTRAL), MEDLINE, EMBASE, and Science Citation Index Expanded to May 2013.",We searched medical databases to May 2013.,Two review authors searched the medical literature available to May 2013 and obtained the information from the identified trials.,Simplify sentence: 
291,To assess the effects of specific individual psychological therapies for anorexia nervosa in adults or older adolescents treated in an outpatient setting.,It is important to investigate the effect of specific individual psychological therapy for anorexia nervosa in adult or older adolescents treated in an outpatient setting.,This review aimed to assess evidence about the effects of individual psychological therapy (therapy provided to one person as opposed to a group) delivered in outpatient settings to older adolescents and adults with anorexia nervosa.,Simplify sentence: 
