pair_ID|pair_UID|sent_0_idx|sent_0|sent_1_idx|sent_1|aligning_method|ins|del|sub|ela|SB|tf-idf|Jaccard
ID-article0-1-11-9-0-0-6|UID|article0-1-11-9|When this study was removed from the analysis the heterogeneity was 0% and the result was significant (in favour of surgery) (2 studies, 136 participants: RR 0.74; 95% CI 0.64 to 0.85).There was a significant increase in recurrence in those who received sclerotherapy compared with surgery (3 studies, 196 participants: RR 9.37, 95% CI 1.83 to 48.4).|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.5584163665771484|0.115176186|0.109375
ID-article0-1-11-9-0-0-7|UID|article0-1-11-9|When this study was removed from the analysis the heterogeneity was 0% and the result was significant (in favour of surgery) (2 studies, 136 participants: RR 0.74; 95% CI 0.64 to 0.85).There was a significant increase in recurrence in those who received sclerotherapy compared with surgery (3 studies, 196 participants: RR 9.37, 95% CI 1.83 to 48.4).|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.46399128437042236|0.054889143|0.19117647058823528
ID-article0-1-11-10-0-0-0|UID|article0-1-11-10|One study reported a non-significant decrease in fever in the sclerotherapy group (60 participants: RR 0.25, 95% CI 0.06 to 1.08).|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|0.14180253446102142|0.0|0.05555555555555555
ID-article0-1-11-10-0-0-1|UID|article0-1-11-10|One study reported a non-significant decrease in fever in the sclerotherapy group (60 participants: RR 0.25, 95% CI 0.06 to 1.08).|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.030812770128250122|0.0|0.07142857142857142
ID-article0-1-11-10-0-0-2|UID|article0-1-11-10|One study reported a non-significant decrease in fever in the sclerotherapy group (60 participants: RR 0.25, 95% CI 0.06 to 1.08).|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.3151542842388153|0.0|0.06060606060606061
ID-article0-1-11-10-0-0-3|UID|article0-1-11-10|One study reported a non-significant decrease in fever in the sclerotherapy group (60 participants: RR 0.25, 95% CI 0.06 to 1.08).|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.1900193989276886|0.0|0.0
ID-article0-1-11-10-0-0-4|UID|article0-1-11-10|One study reported a non-significant decrease in fever in the sclerotherapy group (60 participants: RR 0.25, 95% CI 0.06 to 1.08).|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.3362026810646057|0.0|0.04878048780487805
ID-article0-1-11-10-0-0-5|UID|article0-1-11-10|One study reported a non-significant decrease in fever in the sclerotherapy group (60 participants: RR 0.25, 95% CI 0.06 to 1.08).|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.2757231295108795|0.0|0.1282051282051282
ID-article0-1-11-10-0-0-6|UID|article0-1-11-10|One study reported a non-significant decrease in fever in the sclerotherapy group (60 participants: RR 0.25, 95% CI 0.06 to 1.08).|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.5146101117134094|0.13675307|0.14285714285714285
ID-article0-1-11-10-0-0-7|UID|article0-1-11-10|One study reported a non-significant decrease in fever in the sclerotherapy group (60 participants: RR 0.25, 95% CI 0.06 to 1.08).|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.3599165976047516|0.0|0.11538461538461539
ID-article0-1-11-11-0-0-0|UID|article0-1-11-11|There was an increased number of infections in the surgery group however this increase was not statistically significant (4 studies, 275 participants): RR 0.31, 95% CI 0.09 to 1.05; I² = 0%).|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|0.044696368277072906|0.0|0.022222222222222223
ID-article0-1-11-11-0-0-1|UID|article0-1-11-11|There was an increased number of infections in the surgery group however this increase was not statistically significant (4 studies, 275 participants): RR 0.31, 95% CI 0.09 to 1.05; I² = 0%).|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.07530314475297928|0.0|0.10416666666666667
ID-article0-1-11-11-0-0-2|UID|article0-1-11-11|There was an increased number of infections in the surgery group however this increase was not statistically significant (4 studies, 275 participants): RR 0.31, 95% CI 0.09 to 1.05; I² = 0%).|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.3023257255554199|0.0|0.10256410256410256
ID-article0-1-11-11-0-0-3|UID|article0-1-11-11|There was an increased number of infections in the surgery group however this increase was not statistically significant (4 studies, 275 participants): RR 0.31, 95% CI 0.09 to 1.05; I² = 0%).|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.23722746968269348|0.0|0.04878048780487805
ID-article0-1-11-11-0-0-4|UID|article0-1-11-11|There was an increased number of infections in the surgery group however this increase was not statistically significant (4 studies, 275 participants): RR 0.31, 95% CI 0.09 to 1.05; I² = 0%).|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.4002152979373932|0.02227498|0.10869565217391304
ID-article0-1-11-11-0-0-5|UID|article0-1-11-11|There was an increased number of infections in the surgery group however this increase was not statistically significant (4 studies, 275 participants): RR 0.31, 95% CI 0.09 to 1.05; I² = 0%).|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.6389248371124268|0.038955774|0.20930232558139536
ID-article0-1-11-11-0-0-6|UID|article0-1-11-11|There was an increased number of infections in the surgery group however this increase was not statistically significant (4 studies, 275 participants): RR 0.31, 95% CI 0.09 to 1.05; I² = 0%).|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.5293534994125366|0.0|0.12
ID-article0-1-11-11-0-0-7|UID|article0-1-11-11|There was an increased number of infections in the surgery group however this increase was not statistically significant (4 studies, 275 participants): RR 0.31, 95% CI 0.09 to 1.05; I² = 0%).|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.3849170207977295|0.0|0.17857142857142858
ID-article0-1-11-12-0-0-0|UID|article0-1-11-12|Three studies reported the frequency of pain in the surgery group was higher than aspiration and sclerotherapy group but because of different measurement tools applied in these studies, we could not pool the results.|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|0.13869112730026245|0.0|0.023809523809523808
ID-article0-1-11-12-0-0-1|UID|article0-1-11-12|Three studies reported the frequency of pain in the surgery group was higher than aspiration and sclerotherapy group but because of different measurement tools applied in these studies, we could not pool the results.|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.17577815055847168|0.0|0.06382978723404255
ID-article0-1-11-12-0-0-2|UID|article0-1-11-12|Three studies reported the frequency of pain in the surgery group was higher than aspiration and sclerotherapy group but because of different measurement tools applied in these studies, we could not pool the results.|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.3508424758911133|0.0|0.08108108108108109
ID-article0-1-11-12-0-0-3|UID|article0-1-11-12|Three studies reported the frequency of pain in the surgery group was higher than aspiration and sclerotherapy group but because of different measurement tools applied in these studies, we could not pool the results.|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.20116868615150452|0.00086611207|0.05263157894736842
ID-article0-1-11-12-0-0-4|UID|article0-1-11-12|Three studies reported the frequency of pain in the surgery group was higher than aspiration and sclerotherapy group but because of different measurement tools applied in these studies, we could not pool the results.|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.3127170205116272|0.016541053|0.11627906976744186
ID-article0-1-11-12-0-0-5|UID|article0-1-11-12|Three studies reported the frequency of pain in the surgery group was higher than aspiration and sclerotherapy group but because of different measurement tools applied in these studies, we could not pool the results.|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.49425119161605835|0.046119113|0.13953488372093023
ID-article0-1-11-12-0-0-6|UID|article0-1-11-12|Three studies reported the frequency of pain in the surgery group was higher than aspiration and sclerotherapy group but because of different measurement tools applied in these studies, we could not pool the results.|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.523591160774231|0.26556733|0.17777777777777778
ID-article0-1-11-12-0-0-7|UID|article0-1-11-12|Three studies reported the frequency of pain in the surgery group was higher than aspiration and sclerotherapy group but because of different measurement tools applied in these studies, we could not pool the results.|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.28902512788772583|0.0006531138|0.125
ID-article0-1-11-13-0-0-0|UID|article0-1-11-13|Radiological cure was not reported in any of the included studies.|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|0.10194544494152069|0.0|0.04
ID-article0-1-11-13-0-0-1|UID|article0-1-11-13|Radiological cure was not reported in any of the included studies.|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.11287151277065277|0.0|0.06451612903225806
ID-article0-1-11-13-0-0-2|UID|article0-1-11-13|Radiological cure was not reported in any of the included studies.|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.2999000549316406|0.0|0.09523809523809523
ID-article0-1-11-13-0-0-3|UID|article0-1-11-13|Radiological cure was not reported in any of the included studies.|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.2071380615234375|0.0|0.045454545454545456
ID-article0-1-11-13-0-0-4|UID|article0-1-11-13|Radiological cure was not reported in any of the included studies.|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.33795374631881714|0.0|0.10714285714285714
ID-article0-1-11-13-0-0-5|UID|article0-1-11-13|Radiological cure was not reported in any of the included studies.|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.43725448846817017|0.0|0.14285714285714285
ID-article0-1-11-13-0-0-6|UID|article0-1-11-13|Radiological cure was not reported in any of the included studies.|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.26725468039512634|0.0|0.09090909090909091
ID-article0-1-11-13-0-0-7|UID|article0-1-11-13|Radiological cure was not reported in any of the included studies.|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.36707669496536255|0.029108092|0.15
ID-article0-1-11-14-0-0-0|UID|article0-1-11-14|There was no significant difference in haematoma formation between the two groups (3 studies, 189 participants: RR 0.57, 95% CI 0.17 to 1.90; I² = 0%).|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|0.08717451989650726|0.0|0.025
ID-article0-1-11-14-0-0-1|UID|article0-1-11-14|There was no significant difference in haematoma formation between the two groups (3 studies, 189 participants: RR 0.57, 95% CI 0.17 to 1.90; I² = 0%).|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.04238559305667877|0.0|0.043478260869565216
ID-article0-1-11-14-0-0-2|UID|article0-1-11-14|There was no significant difference in haematoma formation between the two groups (3 studies, 189 participants: RR 0.57, 95% CI 0.17 to 1.90; I² = 0%).|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.271171510219574|0.0|0.08571428571428572
ID-article0-1-11-14-0-0-3|UID|article0-1-11-14|There was no significant difference in haematoma formation between the two groups (3 studies, 189 participants: RR 0.57, 95% CI 0.17 to 1.90; I² = 0%).|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.21486470103263855|0.0|0.02702702702702703
ID-article0-1-11-14-0-0-4|UID|article0-1-11-14|There was no significant difference in haematoma formation between the two groups (3 studies, 189 participants: RR 0.57, 95% CI 0.17 to 1.90; I² = 0%).|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.287508487701416|0.014171|0.06976744186046512
ID-article0-1-11-14-0-0-5|UID|article0-1-11-14|There was no significant difference in haematoma formation between the two groups (3 studies, 189 participants: RR 0.57, 95% CI 0.17 to 1.90; I² = 0%).|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.3003658056259155|0.0|0.11904761904761904
ID-article0-1-11-14-0-0-6|UID|article0-1-11-14|There was no significant difference in haematoma formation between the two groups (3 studies, 189 participants: RR 0.57, 95% CI 0.17 to 1.90; I² = 0%).|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.25029152631759644|0.0|0.0851063829787234
ID-article0-1-11-14-0-0-7|UID|article0-1-11-14|There was no significant difference in haematoma formation between the two groups (3 studies, 189 participants: RR 0.57, 95% CI 0.17 to 1.90; I² = 0%).|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.3403269052505493|0.0|0.17307692307692307
ID-article0-1-11-15-0-0-0|UID|article0-1-11-15|Only one study reported patient satisfaction at three and six months; there was no significant difference between the two groups.|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|-0.048126883804798126|0.0|0.029411764705882353
ID-article0-1-11-15-0-0-1|UID|article0-1-11-15|Only one study reported patient satisfaction at three and six months; there was no significant difference between the two groups.|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|-0.004136255010962486|0.0|0.024390243902439025
ID-article0-1-11-15-0-0-2|UID|article0-1-11-15|Only one study reported patient satisfaction at three and six months; there was no significant difference between the two groups.|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.2897106409072876|0.0|0.06666666666666667
ID-article0-1-11-15-0-0-3|UID|article0-1-11-15|Only one study reported patient satisfaction at three and six months; there was no significant difference between the two groups.|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.23546387255191803|0.0|0.0
ID-article0-1-11-15-0-0-4|UID|article0-1-11-15|Only one study reported patient satisfaction at three and six months; there was no significant difference between the two groups.|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.3437487483024597|0.0|0.05263157894736842
ID-article0-1-11-15-0-0-5|UID|article0-1-11-15|Only one study reported patient satisfaction at three and six months; there was no significant difference between the two groups.|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.4556366801261902|0.0|0.07894736842105263
ID-article0-1-11-15-0-0-6|UID|article0-1-11-15|Only one study reported patient satisfaction at three and six months; there was no significant difference between the two groups.|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.27598100900650024|0.0|0.07142857142857142
ID-article0-1-11-15-0-0-7|UID|article0-1-11-15|Only one study reported patient satisfaction at three and six months; there was no significant difference between the two groups.|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.3598474860191345|0.0|0.1956521739130435
ID-article0-1-12-0-0-0-0|UID|article0-1-12-0|Authors' conclusions|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|0.03410830348730087|0.0|0.0
ID-article0-1-12-0-0-0-1|UID|article0-1-12-0|Authors' conclusions|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.009749971330165863|0.0|0.0
ID-article0-1-12-0-0-0-2|UID|article0-1-12-0|Authors' conclusions|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.13174007833003998|0.0|0.0
ID-article0-1-12-0-0-0-3|UID|article0-1-12-0|Authors' conclusions|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.3735789656639099|0.0|0.0
ID-article0-1-12-0-0-0-4|UID|article0-1-12-0|Authors' conclusions|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.3843874931335449|0.0|0.0
ID-article0-1-12-0-0-0-5|UID|article0-1-12-0|Authors' conclusions|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.1763596087694168|0.0|0.0
ID-article0-1-12-0-0-0-6|UID|article0-1-12-0|Authors' conclusions|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.05975452437996864|0.0|0.0
ID-article0-1-12-0-0-0-7|UID|article0-1-12-0|Authors' conclusions|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.2800482511520386|0.0|0.0
ID-article0-1-13-0-0-0-0|UID|article0-1-13-0|Postoperative complications as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|0.0067226942628622055|0.0|0.05714285714285714
ID-article0-1-13-0-0-0-1|UID|article0-1-13-0|Postoperative complications as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.13089331984519958|0.0|0.07317073170731707
ID-article0-1-13-0-0-0-2|UID|article0-1-13-0|Postoperative complications as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.367548406124115|0.0|0.0625
ID-article0-1-13-0-0-0-3|UID|article0-1-13-0|Postoperative complications as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.14278215169906616|0.0|0.030303030303030304
ID-article0-1-13-0-0-0-4|UID|article0-1-13-0|Postoperative complications as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.21173539757728577|0.0|0.07692307692307693
ID-article0-1-13-0-0-0-5|UID|article0-1-13-0|Postoperative complications as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.5902414321899414|0.09191769|0.19444444444444445
ID-article0-1-13-0-0-0-6|UID|article0-1-13-0|Postoperative complications as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|1|1|0|0|0|0.940630316734314|0.90224975|0.88
ID-article0-1-13-0-0-0-7|UID|article0-1-13-0|Postoperative complications as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.3602997958660126|0.0|0.14
ID-article0-1-13-1-0-0-0|UID|article0-1-13-1|The cure rate in short-term follow-up was similar between the groups, however there is significant uncertainty in this result due to the high heterogeneity.|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|-0.04026465117931366|0.0|0.02702702702702703
ID-article0-1-13-1-0-0-1|UID|article0-1-13-1|The cure rate in short-term follow-up was similar between the groups, however there is significant uncertainty in this result due to the high heterogeneity.|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.03726104274392128|0.0|0.046511627906976744
ID-article0-1-13-1-0-0-2|UID|article0-1-13-1|The cure rate in short-term follow-up was similar between the groups, however there is significant uncertainty in this result due to the high heterogeneity.|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.4310455322265625|0.0011947524|0.12903225806451613
ID-article0-1-13-1-0-0-3|UID|article0-1-13-1|The cure rate in short-term follow-up was similar between the groups, however there is significant uncertainty in this result due to the high heterogeneity.|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.30122125148773193|0.0|0.0
ID-article0-1-13-1-0-0-4|UID|article0-1-13-1|The cure rate in short-term follow-up was similar between the groups, however there is significant uncertainty in this result due to the high heterogeneity.|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.3968341648578644|0.0|0.075
ID-article0-1-13-1-0-0-5|UID|article0-1-13-1|The cure rate in short-term follow-up was similar between the groups, however there is significant uncertainty in this result due to the high heterogeneity.|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.4874340295791626|0.0|0.15789473684210525
ID-article0-1-13-1-0-0-6|UID|article0-1-13-1|The cure rate in short-term follow-up was similar between the groups, however there is significant uncertainty in this result due to the high heterogeneity.|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.4381612241268158|0.028119734|0.14285714285714285
ID-article0-1-13-1-0-0-7|UID|article0-1-13-1|The cure rate in short-term follow-up was similar between the groups, however there is significant uncertainty in this result due to the high heterogeneity.|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|1|0|0|1|0|0.8465306758880615|0.47196525|0.48717948717948717
ID-article0-1-13-2-0-0-0|UID|article0-1-13-2|There is a great need for further methodologically rigorous RCTs that assess the effectiveness of different type of sclerosant agents, sclerosing solution concentration and injection volume for the treatment of hydrocoeles.|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|0.37433576583862305|0.0|0.07692307692307693
ID-article0-1-13-2-0-0-1|UID|article0-1-13-2|There is a great need for further methodologically rigorous RCTs that assess the effectiveness of different type of sclerosant agents, sclerosing solution concentration and injection volume for the treatment of hydrocoeles.|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.43893545866012573|0.065663114|0.08888888888888889
ID-article0-1-13-2-0-0-2|UID|article0-1-13-2|There is a great need for further methodologically rigorous RCTs that assess the effectiveness of different type of sclerosant agents, sclerosing solution concentration and injection volume for the treatment of hydrocoeles.|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.38774359226226807|0.0|0.11428571428571428
ID-article0-1-13-2-0-0-3|UID|article0-1-13-2|There is a great need for further methodologically rigorous RCTs that assess the effectiveness of different type of sclerosant agents, sclerosing solution concentration and injection volume for the treatment of hydrocoeles.|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.18955573439598083|0.0|0.0
ID-article0-1-13-2-0-0-4|UID|article0-1-13-2|There is a great need for further methodologically rigorous RCTs that assess the effectiveness of different type of sclerosant agents, sclerosing solution concentration and injection volume for the treatment of hydrocoeles.|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.20451520383358002|0.0|0.06818181818181818
ID-article0-1-13-2-0-0-5|UID|article0-1-13-2|There is a great need for further methodologically rigorous RCTs that assess the effectiveness of different type of sclerosant agents, sclerosing solution concentration and injection volume for the treatment of hydrocoeles.|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.1459248661994934|0.0|0.09090909090909091
ID-article0-1-13-2-0-0-6|UID|article0-1-13-2|There is a great need for further methodologically rigorous RCTs that assess the effectiveness of different type of sclerosant agents, sclerosing solution concentration and injection volume for the treatment of hydrocoeles.|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.3094158470630646|0.0|0.04
ID-article0-1-13-2-0-0-7|UID|article0-1-13-2|There is a great need for further methodologically rigorous RCTs that assess the effectiveness of different type of sclerosant agents, sclerosing solution concentration and injection volume for the treatment of hydrocoeles.|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.24524058401584625|0.0|0.12727272727272726
ID-article0-1-13-3-0-0-0|UID|article0-1-13-3|It is important that the RCTs have sufficiently large sample size and long follow-up period.|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|0.055250417441129684|0.0|0.03333333333333333
ID-article0-1-13-3-0-0-1|UID|article0-1-13-3|It is important that the RCTs have sufficiently large sample size and long follow-up period.|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.06102196127176285|0.0|0.02702702702702703
